CASE_NUMBER,Date,Location Description,Domestic,Beat,District,Ward,Community Area,Latitude,Longitude
hx395473,08/20/2014 04:03:00 PM,yard,False,324,3.0,5.0,69.0,41.766003567,-87.594148163
hx397278,08/21/2014 09:25:00 PM,sidewalk,False,734,7.0,17.0,67.0,41.767664563,-87.656610393
hx400756,08/24/2014 03:42:00 PM,sidewalk,False,934,9.0,16.0,61.0,41.794987625,-87.660969421
hx402684,08/26/2014 01:23:00 AM,porch,False,722,7.0,6.0,68.0,41.771874483,-87.638705836
hx404404,08/27/2014 10:49:00 AM,sidewalk,False,832,8.0,17.0,66.0,41.77015329,-87.682677492
hx404187,08/27/2014 12:40:00 PM,porch,False,1723,17.0,39.0,14.0,41.967215704,-87.720664469
hx404725,08/27/2014 03:10:00 PM,street,False,2233,22.0,34.0,49.0,41.69017063,-87.635060197
hx405874,08/28/2014 01:42:00 PM,sidewalk,False,523,5.0,34.0,53.0,41.671525588,-87.640499496
hx409464,08/31/2014 05:34:00 AM,street,False,1013,10.0,22.0,30.0,41.844206297,-87.728096851
hl541246,09/02/2014 12:00:00 AM,street,False,1522,15.0,28.0,25.0,41.881257892,-87.763224094
hx410692,09/02/2014 03:15:00 PM,street,False,1013,10.0,22.0,30.0,41.845066011,-87.731898303
hx414391,09/03/2014 07:33:00 PM,street,False,1125,11.0,2.0,27.0,41.879302697,-87.691225237
hx410381,09/04/2014 01:55:00 PM,driveway,True,431,4.0,7.0,51.0,41.722098789,-87.56588914
hx415731,09/04/2014 09:29:00 PM,porch,False,632,6.0,8.0,44.0,41.737733086,-87.601210469
hx417291,09/05/2014 12:00:00 AM,house,False,1622,16.0,45.0,10.0,41.987226288,-87.785228185
hx416536,09/05/2014 12:40:00 PM,street,False,1235,12.0,25.0,31.0,41.855788654,-87.661261648
hx416825,09/05/2014 05:11:00 PM,basement,False,813,8.0,13.0,64.0,41.779714092,-87.739889736
hx415817,09/07/2014 11:25:00 AM,apartment,False,1421,14.0,1.0,24.0,41.910250378,-87.693843208
hx422647,09/10/2014 01:26:00 AM,street,False,1634,16.0,45.0,15.0,41.94784951,-87.755543856
hx422932,09/10/2014 11:24:00 AM,street,False,413,4.0,8.0,47.0,41.725622159,-87.597300063
hx424815,09/11/2014 07:16:00 PM,sidewalk,False,424,4.0,10.0,46.0,41.733270321,-87.549947285
hx427169,09/13/2014 05:42:00 PM,alley,False,413,4.0,7.0,48.0,41.727086083,-87.573039267
hx428315,09/14/2014 05:20:00 PM,porch,False,1135,11.0,2.0,27.0,41.870761846,-87.696017659
hx431889,09/17/2014 01:36:00 PM,street,False,1712,17.0,39.0,13.0,41.98194924,-87.728408751
hx432531,09/17/2014 08:40:00 PM,residential_yard__front_back_,True,612,6.0,17.0,71.0,41.753425494,-87.65866571
hx435683,09/20/2014 04:55:00 AM,street,False,1115,11.0,28.0,26.0,41.877074789,-87.726633839
hx442102,09/24/2014 09:46:00 PM,sidewalk,False,2212,22.0,19.0,75.0,41.687344022,-87.670284975
hx443411,09/25/2014 10:33:00 PM,convenience_store,False,1014,10.0,24.0,29.0,41.858954299,-87.716809329
hx445686,09/27/2014 04:19:00 PM,apartment,True,321,3.0,20.0,42.0,41.776024095,-87.597314305
hx445845,09/27/2014 05:00:00 PM,street,False,835,8.0,18.0,70.0,41.747155193,-87.693771356
hx446571,09/28/2014 08:53:00 AM,house,True,1631,16.0,36.0,17.0,41.942435275,-87.810533039
hx442273,09/28/2014 05:50:00 PM,street,False,632,6.0,8.0,44.0,41.739817594,-87.604913162
hx447404,09/28/2014 11:42:00 PM,street,False,423,4.0,10.0,46.0,41.74042153,-87.553916542
hx447455,09/29/2014 12:04:00 AM,bar_or_tavern,False,822,8.0,14.0,63.0,41.7960115,-87.703627606
hx448077,09/29/2014 12:30:00 PM,street,False,1422,14.0,26.0,23.0,41.907643816,-87.709390485
hx448309,09/29/2014 03:40:00 PM,park_property,False,331,3.0,5.0,42.0,41.775185916,-87.585658383
hx448843,09/29/2014 11:20:00 PM,alley,False,1133,11.0,24.0,29.0,41.869501863,-87.719630494
hx448978,09/30/2014 04:17:00 AM,street,False,1122,11.0,27.0,23.0,41.892225567,-87.719879463
hx449928,09/30/2014 05:45:00 PM,street,False,334,3.0,7.0,43.0,41.763823915,-87.561085218
hx457560,10/06/2014 05:25:00 PM,auto,False,215,2.0,3.0,38.0,41.814712519,-87.623848547
hx459979,10/08/2014 03:11:00 PM,sidewalk,False,725,7.0,15.0,67.0,41.771153826,-87.667629981
hx459145,10/08/2014 06:00:00 PM,apartment,False,732,7.0,6.0,68.0,41.762960794,-87.64003356
hx460710,10/09/2014 04:05:00 AM,hallway,True,234,2.0,4.0,41.0,41.801442754,-87.5847444
hx461569,10/09/2014 06:10:00 PM,street,False,2422,24.0,49.0,1.0,42.022521101,-87.671057307
hx467125,10/14/2014 12:15:00 AM,alley,False,1623,16.0,45.0,11.0,41.967896644,-87.758407406
hx467799,10/14/2014 07:50:00 PM,alley,False,611,6.0,17.0,71.0,41.753079427,-87.664719985
hx470450,10/16/2014 09:40:00 PM,apartment,True,1532,15.0,28.0,25.0,41.885660845,-87.753592601
hx472992,10/18/2014 07:22:00 PM,sidewalk,False,323,3.0,6.0,69.0,41.762174739,-87.60871057
hx477503,10/22/2014 11:31:00 AM,street,False,825,8.0,15.0,66.0,41.776930006,-87.687239409
hx479762,10/24/2014 12:49:00 AM,street,False,323,3.0,6.0,69.0,41.759812096,-87.60787216
hx479713,10/24/2014 01:08:00 AM,street,False,612,6.0,21.0,71.0,41.749241885,-87.662194572
hx480966,10/24/2014 10:04:00 PM,street,False,1523,15.0,28.0,25.0,41.887238537,-87.763964185
hx481071,10/25/2014 12:30:00 AM,porch,False,932,9.0,16.0,61.0,41.796223552,-87.676799231
hx482271,10/25/2014 09:04:00 PM,sidewalk,False,1114,11.0,28.0,26.0,41.883341699,-87.727492625
hx482578,10/26/2014 03:40:00 AM,street,False,611,6.0,21.0,71.0,41.749328984,-87.665839969
hx483324,10/26/2014 06:53:00 PM,sidewalk,False,1113,11.0,28.0,26.0,41.883560565,-87.736799822
hx492726,11/03/2014 12:49:00 AM,street,True,421,4.0,7.0,43.0,41.752397378,-87.551451864
hx495849,11/05/2014 12:30:00 PM,apartment,False,513,5.0,9.0,49.0,41.697458547,-87.618379322
hx499040,11/07/2014 09:12:00 PM,apartment,False,2412,24.0,50.0,2.0,42.000157767,-87.681432222
hx499081,11/08/2014 12:41:00 AM,street,False,434,4.0,10.0,51.0,41.705941932,-87.563268783
hx501911,11/10/2014 12:44:00 PM,house,False,1135,11.0,2.0,28.0,41.873875006,-87.687387526
hx503007,11/11/2014 10:07:00 AM,street,False,423,4.0,7.0,46.0,41.740144292,-87.555121718
hx503786,11/11/2014 09:50:00 PM,sidewalk,False,331,3.0,5.0,43.0,41.771684034,-87.571017155
hx508607,11/16/2014 12:21:00 AM,street,False,621,6.0,17.0,71.0,41.755385713,-87.641720347
hx508720,11/16/2014 03:53:00 AM,street,False,1821,18.0,27.0,8.0,41.906493685,-87.639966906
hx510639,11/17/2014 06:16:00 PM,sidewalk,False,321,3.0,20.0,42.0,41.775976974,-87.592970471
hx486894,11/22/2014 12:00:00 AM,apartment,True,735,7.0,17.0,67.0,41.760627796,-87.667346602
hx517211,11/23/2014 05:31:00 AM,street,False,1033,10.0,12.0,30.0,41.846202058,-87.69774054
hx529287,12/03/2014 10:10:00 PM,street,False,1511,15.0,29.0,25.0,41.891384335,-87.77217268
hx531627,12/05/2014 07:27:00 PM,sidewalk,False,323,3.0,6.0,69.0,41.765719848,-87.614744505
hx533166,12/07/2014 04:30:00 AM,vehicle_non_commercial,False,621,6.0,17.0,68.0,41.757510128,-87.641774505
hx534334,12/09/2014 04:24:00 AM,street,True,311,3.0,20.0,40.0,41.783257178,-87.623784773
hx535453,12/09/2014 08:24:00 AM,street,False,333,3.0,5.0,43.0,41.765025476,-87.576275351
hx549796,12/20/2014 09:05:00 PM,vehicle_non_commercial,False,1532,15.0,28.0,25.0,41.883672448,-87.752740241
hx550594,12/21/2014 04:29:00 PM,sidewalk,False,214,2.0,4.0,36.0,41.822007054,-87.602012253
hx550864,12/21/2014 09:44:00 PM,residence,False,422,4.0,7.0,46.0,41.7494073,-87.557703347
hx551259,12/22/2014 11:08:00 AM,house,False,813,8.0,13.0,64.0,41.777183498,-87.760363239
hx553378,12/23/2014 10:45:00 PM,sidewalk,False,1033,10.0,12.0,30.0,41.851396098,-87.699076554
hx554422,12/25/2014 01:48:00 AM,sidewalk,False,712,7.0,16.0,68.0,41.786204927,-87.651029033
hx555519,12/26/2014 03:58:00 PM,street,False,224,2.0,3.0,38.0,41.809367027,-87.617712209
hx557764,12/28/2014 04:32:00 PM,street,False,934,9.0,16.0,61.0,41.797000522,-87.653734721
hy100236,01/01/2015 03:05:00 AM,sidewalk,False,1112,11.0,27.0,23.0,41.895383454,-87.724381689
hy114577,01/14/2015 11:45:00 AM,sidewalk,False,2432,24.0,49.0,1.0,42.004416132,-87.671256147
hy126444,01/23/2015 10:21:00 PM,sidewalk,False,924,9.0,12.0,61.0,41.813070695,-87.666319405
hy144738,02/08/2015 11:26:00 PM,street,False,2512,25.0,37.0,19.0,41.920657269,-87.776145534
hy170400,03/03/2015 01:22:00 PM,residence_porch_hallway,False,411,4.0,8.0,45.0,41.74866747,-87.589414545
hy176495,03/08/2015 04:10:00 PM,sidewalk,False,313,3.0,20.0,42.0,41.781203314,-87.615649592
hy176789,03/08/2015 09:00:00 PM,street,False,834,8.0,13.0,70.0,41.747971436,-87.731585117
hy179464,03/10/2015 08:59:00 PM,street,False,911,9.0,14.0,58.0,41.823638414,-87.69769225
hy206710,04/01/2015 07:05:00 PM,street,False,831,8.0,18.0,66.0,41.764450345,-87.698320777
hy208263,04/02/2015 09:08:00 PM,street,False,322,3.0,20.0,69.0,41.769232737,-87.620944418
hy216946,04/10/2015 03:03:00 PM,street,False,735,7.0,17.0,67.0,41.768467581,-87.67150309
hy223326,04/15/2015 05:50:00 PM,apartment,False,1434,14.0,1.0,22.0,41.91482839,-87.690516553
hy229848,04/20/2015 10:17:00 PM,street,False,2232,22.0,34.0,73.0,41.708145189,-87.651378966
hy240344,04/29/2015 12:45:00 PM,cha_parking_lot,False,1233,12.0,2.0,28.0,41.866126984,-87.657643628
hy240475,04/29/2015 02:01:00 PM,street,False,931,9.0,20.0,61.0,41.805765182,-87.673404434
hy243989,05/02/2015 10:00:00 AM,sidewalk,False,723,7.0,6.0,68.0,41.772549716,-87.640091611
hy251159,05/07/2015 08:15:00 PM,street,False,733,7.0,17.0,68.0,41.766178742,-87.648081529
hy254277,05/10/2015 05:50:00 AM,residence_porch_hallway,False,1224,12.0,27.0,28.0,41.88528843,-87.668176151
hy254768,05/10/2015 04:03:00 PM,sidewalk,False,323,3.0,6.0,69.0,41.759355243,-87.610278007
hy256026,05/11/2015 04:14:00 PM,parking_lot_garage_non_resid__,False,924,9.0,3.0,61.0,41.808659359,-87.660921846
hy256632,05/12/2015 01:00:00 AM,gas_station,False,914,9.0,11.0,60.0,41.848061697,-87.644730951
hy256785,05/12/2015 08:25:00 AM,sidewalk,False,832,8.0,15.0,66.0,41.773009163,-87.685911349
hy263502,05/17/2015 02:15:00 AM,street,False,934,9.0,20.0,61.0,41.799727733,-87.648549406
hy269795,05/21/2015 07:30:00 PM,other,False,321,3.0,20.0,42.0,41.773083097,-87.609112039
hy271219,05/22/2015 07:55:00 PM,street,False,734,7.0,17.0,67.0,41.765918808,-87.662629278
hy272649,05/24/2015 12:01:00 AM,street,False,1713,17.0,33.0,14.0,41.967244668,-87.707213378
hy274690,05/25/2015 08:38:00 PM,street,False,1532,15.0,37.0,25.0,41.892234406,-87.749474726
hy275006,05/26/2015 02:05:00 AM,gas_station,True,1533,15.0,28.0,25.0,41.880487595,-87.745964635
hy282612,05/31/2015 07:48:00 PM,street,False,1113,11.0,28.0,25.0,41.883508816,-87.745389793
hy289774,06/06/2015 02:38:00 AM,sidewalk,False,832,8.0,15.0,66.0,41.774624928,-87.680949573
hy291065,06/07/2015 03:50:00 AM,street,False,2533,25.0,37.0,25.0,41.910117898,-87.746104545
hy295320,06/11/2015 03:45:00 PM,street,False,823,8.0,15.0,66.0,41.779020474,-87.699929557
hy303888,06/16/2015 06:12:00 PM,street,False,1011,10.0,24.0,29.0,41.86187256,-87.716505967
hy313340,06/23/2015 08:57:00 PM,street,False,211,2.0,2.0,35.0,41.831073285,-87.620211441
hy321050,06/29/2015 05:47:00 PM,sidewalk,False,424,4.0,10.0,46.0,41.74435904,-87.551410154
hy327669,07/04/2015 10:06:00 PM,sidewalk,False,1834,18.0,42.0,8.0,41.892571811,-87.621959165
hy327794,07/05/2015 01:56:00 AM,street,False,1112,11.0,27.0,23.0,41.901427038,-87.725044239
hy328004,07/05/2015 02:03:00 AM,apartment,True,333,3.0,5.0,43.0,41.765286035,-87.577086035
hy329358,07/06/2015 02:25:00 AM,alley,False,1532,15.0,28.0,25.0,41.888943448,-87.745589699
hy332448,07/08/2015 12:25:00 PM,vehicle_non_commercial,False,835,8.0,18.0,70.0,41.749065566,-87.684044831
f218264,07/11/2015 01:45:00 AM,street,False,1523,15.0,28.0,25.0,41.886368384,-87.758959007
hy340917,07/14/2015 07:32:00 PM,alley,False,911,9.0,12.0,58.0,41.824588814,-87.695870404
hy342488,07/16/2015 12:17:00 AM,street,False,2532,25.0,37.0,25.0,41.904323426,-87.758302186
hy345202,07/18/2015 01:20:00 AM,street,False,1133,11.0,24.0,29.0,41.867262482,-87.713994347
hy351628,07/22/2015 09:38:00 PM,cha_apartment,False,533,5.0,9.0,54.0,41.658721456,-87.59953346
hy355698,07/25/2015 10:16:00 PM,apartment,True,624,6.0,8.0,44.0,41.750364359,-87.601521379
hy359179,07/28/2015 02:58:00 PM,street,False,1231,12.0,2.0,28.0,41.876329051,-87.668276406
hy362660,07/31/2015 12:10:00 AM,street,False,424,4.0,10.0,46.0,41.733083674,-87.549942225
hy369725,08/05/2015 09:13:00 AM,alley,False,735,7.0,17.0,67.0,41.767824807,-87.669970111
hy382619,08/14/2015 07:31:00 PM,street,False,314,3.0,20.0,42.0,41.783353826,-87.594707892
hy392566,08/22/2015 04:43:00 AM,street,False,811,8.0,23.0,56.0,41.797380337,-87.767323748
hy393620,08/22/2015 10:48:00 PM,sidewalk,False,332,3.0,5.0,43.0,41.771049116,-87.583796513
hy395938,08/25/2015 06:53:00 PM,gas_station,False,1531,15.0,37.0,25.0,41.9017884,-87.745960471
hy397947,08/26/2015 11:37:00 AM,park_property,False,1134,11.0,28.0,27.0,41.875909279,-87.702836558
hy397947,08/26/2015 02:07:00 PM,park_property,False,1134,11.0,28.0,27.0,41.875909279,-87.702836558
hy401444,08/28/2015 10:37:00 PM,street,False,222,2.0,4.0,39.0,41.810729022,-87.601726053
hy402725,08/30/2015 03:15:00 AM,street,False,713,7.0,16.0,67.0,41.784130147,-87.657045934
hy403984,08/31/2015 12:00:00 AM,street,False,632,6.0,8.0,44.0,41.743526354,-87.603804936
hy404385,08/31/2015 11:00:00 AM,house,False,1733,17.0,33.0,16.0,41.95284137,-87.710435076
hy407022,09/02/2015 09:40:00 AM,street,False,334,3.0,7.0,43.0,41.760301092,-87.559987568
hy407689,09/02/2015 06:03:00 PM,parking_lot,False,2514,25.0,30.0,19.0,41.931149149,-87.775157527
hy408120,09/02/2015 11:50:00 PM,street,False,1524,15.0,37.0,25.0,41.893580201,-87.760594937
hy410830,09/04/2015 09:43:00 PM,alley,False,823,8.0,16.0,66.0,41.783865444,-87.697183259
hy411806,09/05/2015 10:48:00 PM,park_property,False,1122,11.0,28.0,27.0,41.883751184,-87.72087861
hy414074,09/07/2015 02:40:00 PM,vehicle_non_commercial,False,832,8.0,18.0,66.0,41.764646871,-87.686325319
hy414739,09/08/2015 05:10:00 AM,street,False,1731,17.0,30.0,16.0,41.942174917,-87.732114997
hy422355,09/14/2015 12:43:00 AM,house,False,2234,22.0,34.0,75.0,41.696554057,-87.647382098
hy422267,09/14/2015 02:11:00 AM,street,False,214,2.0,4.0,36.0,41.81948083,-87.605665593
hy432752,09/21/2015 06:03:00 PM,vehicle_non_commercial,False,925,9.0,3.0,37.0,41.812506222,-87.634158594
hy435847,09/24/2015 12:06:00 AM,street,False,413,4.0,8.0,47.0,41.727049838,-87.596115157
hy436629,09/24/2015 04:13:00 PM,street,False,133,1.0,2.0,35.0,41.838795341,-87.623263328
hy437261,09/25/2015 01:40:00 AM,street,False,634,6.0,21.0,49.0,41.734177568,-87.633088936
hy439020,09/26/2015 12:45:00 PM,hallway,False,223,2.0,4.0,38.0,41.809518699,-87.607333603
hy440872,09/27/2015 09:42:00 PM,street,False,1134,11.0,28.0,27.0,41.871908601,-87.701917582
hy441068,09/28/2015 02:49:00 AM,sidewalk,False,2515,25.0,29.0,19.0,41.919366106,-87.769120387
hy451596,10/06/2015 12:03:00 PM,sidewalk,False,1011,10.0,24.0,29.0,41.861404132,-87.734817871
hy452218,10/06/2015 07:22:00 PM,residential_yard__front_back_,False,735,7.0,17.0,67.0,41.76262284,-87.664972796
hy454404,10/08/2015 04:18:00 PM,sidewalk,False,1034,10.0,25.0,31.0,41.851226108,-87.670907607
hy456343,10/10/2015 03:20:00 AM,house,False,1531,15.0,37.0,25.0,41.90091387,-87.752066146
hy457333,10/10/2015 10:53:00 PM,street,False,621,6.0,17.0,71.0,41.750654869,-87.643145394
hy458268,10/11/2015 07:40:00 PM,sidewalk,False,1532,15.0,28.0,25.0,41.884757997,-87.75522762
hy460909,10/13/2015 09:50:00 PM,auto,False,622,6.0,21.0,44.0,41.744277684,-87.625646863
hy463582,10/15/2015 08:47:00 PM,alley,False,713,7.0,16.0,67.0,41.782334526,-87.660639646
hy468382,10/19/2015 06:08:00 PM,street,False,715,7.0,15.0,67.0,41.789832136,-87.672973835
hy473565,10/23/2015 04:05:00 PM,street,False,2232,22.0,21.0,73.0,41.699444301,-87.658585763
hy479938,10/28/2015 03:12:00 PM,sidewalk,False,224,2.0,3.0,38.0,41.80890316,-87.618139193
hy481538,10/29/2015 08:59:00 PM,cha_parking_lot_grounds,False,533,5.0,9.0,54.0,41.656229667,-87.596970934
hy483214,10/31/2015 04:10:00 AM,residence,True,2212,22.0,34.0,75.0,41.680752446,-87.671293454
hy486445,11/02/2015 04:15:00 PM,alley,False,611,6.0,18.0,71.0,41.747982158,-87.673073087
hy487840,11/03/2015 05:08:00 PM,sidewalk,False,313,3.0,20.0,42.0,41.78221809,-87.606820356
hy491924,11/06/2015 05:24:00 PM,residential_yard__front_back_,False,1113,11.0,28.0,26.0,41.884532987,-87.738571866
hy502554,11/15/2015 02:56:00 PM,alley,True,1512,15.0,29.0,25.0,41.886136446,-87.771990915
hy510964,11/22/2015 12:40:00 PM,street,False,621,6.0,17.0,71.0,41.751777294,-87.64041045
hy515241,11/26/2015 12:06:00 AM,street,False,1134,11.0,28.0,27.0,41.875457866,-87.710129573
hy515339,11/26/2015 03:01:00 AM,sidewalk,False,834,8.0,18.0,70.0,41.735563073,-87.732382432
hy515665,11/26/2015 02:29:00 PM,street,False,2413,24.0,50.0,2.0,41.995078355,-87.685324619
hy524769,12/04/2015 04:24:00 PM,street,False,1012,10.0,24.0,29.0,41.853445736,-87.728523633
hy529418,12/08/2015 01:45:00 PM,street,False,531,5.0,9.0,49.0,41.687986785,-87.616884285
hz148668,12/10/2015 05:30:00 PM,apartment,False,2412,24.0,50.0,2.0,42.00017561,-87.682642427
hy535251,12/13/2015 03:07:00 AM,street,False,1923,19.0,44.0,6.0,41.948072988,-87.658194207
hy535398,12/13/2015 10:41:00 AM,street,False,733,7.0,6.0,68.0,41.762801362,-87.652842156
hy538907,12/16/2015 04:45:00 AM,apartment,False,2532,25.0,37.0,25.0,41.912160756,-87.764319557
hy549247,12/24/2015 07:09:00 PM,street,False,522,5.0,34.0,49.0,41.691583891,-87.630995465
hy549737,12/25/2015 12:24:00 PM,street,False,732,7.0,6.0,68.0,41.764737154,-87.641531954
hy549933,12/25/2015 04:25:00 PM,apartment,True,824,8.0,14.0,63.0,41.788080022,-87.702539177
hy551683,12/27/2015 02:05:00 PM,alley,False,522,5.0,34.0,53.0,41.683408048,-87.630469356
hy550751,12/28/2015 12:01:00 AM,apartment,True,1914,19.0,46.0,3.0,41.964235418,-87.654773202
hz100171,01/01/2016 02:04:00 AM,vehicle_non_commercial,False,2213,22.0,21.0,73.0,41.715332976,-87.66029124
hz100185,01/01/2016 02:45:00 AM,gas_station,False,623,6.0,6.0,69.0,41.757230688,-87.624738576
hz101042,01/01/2016 10:48:00 PM,auto,False,712,7.0,16.0,68.0,41.782507053,-87.648501678
hz101275,01/02/2016 06:30:00 AM,residence_porch_hallway,False,1533,15.0,24.0,25.0,41.87551051,-87.745084907
hz108458,01/08/2016 01:51:00 PM,residence,False,1115,11.0,28.0,26.0,41.877935845,-87.729115291
hz109311,01/09/2016 02:28:00 AM,sidewalk,False,1133,11.0,24.0,26.0,41.870765874,-87.721483556
hz117624,01/16/2016 11:16:00 AM,porch,True,2233,22.0,34.0,49.0,41.690003214,-87.635058346
hz117728,01/16/2016 11:48:00 AM,alley,False,814,8.0,23.0,56.0,41.810275218,-87.743224499
hz119077,01/17/2016 05:57:00 PM,sidewalk,False,814,8.0,23.0,56.0,41.808598012,-87.751746007
hz125364,01/23/2016 02:19:00 AM,hotel,False,132,1.0,2.0,33.0,41.851949553,-87.618995915
hz125402,01/23/2016 03:32:00 AM,sidewalk,False,1532,15.0,28.0,25.0,41.886893085,-87.745509336
hz126124,01/23/2016 05:27:00 PM,sidewalk,False,2212,22.0,19.0,75.0,41.686500543,-87.668217814
hz126153,01/23/2016 05:40:00 PM,alley,False,2431,24.0,49.0,1.0,42.007439721,-87.667847101
hz126759,01/24/2016 09:54:00 AM,apartment,True,1133,11.0,24.0,27.0,41.870894839,-87.71177103
hz127959,01/25/2016 12:13:00 PM,street,False,733,7.0,6.0,68.0,41.762411609,-87.652831613
hz128200,01/25/2016 01:58:00 PM,street,False,2514,25.0,30.0,19.0,41.930770917,-87.761313412
hz128408,01/25/2016 05:56:00 PM,house,False,511,5.0,8.0,50.0,41.711887431,-87.59824787
hz128452,01/25/2016 06:13:00 PM,street,False,1031,10.0,22.0,30.0,41.837669022,-87.728015334
hz129852,01/26/2016 06:31:00 PM,hallway,False,1232,12.0,2.0,28.0,41.864688766,-87.652493383
hz130665,01/27/2016 02:00:00 PM,house,False,1712,17.0,39.0,14.0,41.969154427,-87.721940268
hz131232,01/27/2016 11:03:00 PM,cha_parking_lot_grounds,False,1222,12.0,2.0,27.0,41.88100737,-87.703205068
hz131332,01/28/2016 05:00:00 AM,street,False,2024,20.0,48.0,3.0,41.975302402,-87.653780477
hz131333,01/28/2016 05:39:00 AM,street,False,133,1.0,2.0,35.0,41.839029346,-87.625161665
hz126483,01/29/2016 06:43:00 PM,elevator,False,2431,24.0,49.0,1.0,42.005937282,-87.661019227
hz135118,01/31/2016 04:30:00 AM,residence_porch_hallway,False,1533,15.0,28.0,25.0,41.880427327,-87.750834412
hz136077,02/01/2016 02:45:00 AM,poolroom,False,1131,11.0,24.0,25.0,41.873775829,-87.745023707
hz136386,02/01/2016 05:38:00 AM,apartment,False,2222,22.0,21.0,73.0,41.729559728,-87.651943841
hz140230,02/04/2016 01:00:00 PM,house,False,824,8.0,16.0,63.0,41.789518444,-87.693680468
hz144041,02/07/2016 11:39:00 PM,street,False,1713,17.0,33.0,14.0,41.965619582,-87.704107516
hz145832,02/09/2016 03:18:00 PM,sidewalk,False,313,3.0,20.0,42.0,41.781457643,-87.607210251
hz150892,02/14/2016 12:02:00 AM,street,True,2532,25.0,37.0,25.0,41.904894462,-87.762198339
hz151213,02/14/2016 10:50:00 AM,apartment,False,223,2.0,4.0,38.0,41.803723648,-87.610080131
hz152264,02/15/2016 11:57:00 AM,street,False,1031,10.0,22.0,30.0,41.841947905,-87.72448859
hz153051,02/16/2016 07:00:00 AM,apartment,False,211,2.0,4.0,35.0,41.834690813,-87.613705645
hz153144,02/16/2016 09:05:00 AM,street,False,2533,25.0,37.0,25.0,41.9023127,-87.749757603
hz154151,02/17/2016 12:35:00 AM,vehicle_non_commercial,False,1234,12.0,25.0,31.0,41.852789118,-87.680761531
hz157916,02/19/2016 08:30:00 PM,vacant_lot_land,False,633,6.0,8.0,44.0,41.724490952,-87.60453316
hz158181,02/20/2016 02:03:00 AM,sidewalk,False,131,1.0,3.0,33.0,41.853853291,-87.625519384
hz158229,02/20/2016 03:10:00 AM,street,False,2413,24.0,50.0,2.0,41.99690404,-87.689856774
hz159040,02/20/2016 06:27:00 PM,apartment,True,913,9.0,11.0,60.0,41.842776011,-87.660432642
hz159836,02/21/2016 12:20:00 PM,street,False,924,9.0,15.0,61.0,41.812224745,-87.666669325
hz160570,02/22/2016 07:55:00 AM,street,False,1911,19.0,47.0,4.0,41.962535036,-87.68389328
hz166439,02/26/2016 10:31:00 PM,street,False,915,9.0,3.0,34.0,41.824976728,-87.633795457
hz167242,02/27/2016 04:11:00 PM,auto,False,613,6.0,21.0,71.0,41.739661151,-87.646806288
hz170956,03/01/2016 06:03:00 PM,street,False,1132,11.0,28.0,26.0,41.877103804,-87.724338612
hz172144,03/02/2016 04:38:00 PM,street,False,1112,11.0,27.0,23.0,41.902738782,-87.718346215
hz172370,03/02/2016 07:48:00 PM,apartment,False,1214,12.0,42.0,28.0,41.889054749,-87.641900009
hz172634,03/03/2016 02:12:00 AM,sidewalk,False,2515,25.0,30.0,19.0,41.924039844,-87.761417636
hz173882,03/03/2016 09:45:00 PM,residence,False,312,3.0,20.0,69.0,41.777558327,-87.615558249
hz174921,03/04/2016 11:23:00 PM,alley,False,224,2.0,3.0,38.0,41.80340552,-87.618002279
hz177819,03/07/2016 11:58:00 AM,residence,False,524,5.0,34.0,53.0,41.684252378,-87.649420121
